Estimated Position_x,Estimated Position_y,Measured Position_x,Measured Position_y
0.460983441,0.300067916,,
0.351369951,0.300067916,,
0.351369951,0.300067916,,
0.351369951,0.300067916,,
0.351369951,0.300067916,,
0.351369951,0.300067916,,
0.351369951,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
0.299999999,0.300067916,,
